user_id,avg_txn_idr,txn_count,weekend_ratio,night_ratio,above_avg_ratio,spike_ratio,unique_categories,spending_cov,impulse_score,dominant_payment,gender,age,pendapatan_bulan,spending_ratio,segmen,segmen_label,kota,tier_kota,populasi_kota,cat_belanja_online_ratio,cat_elektronik_ratio,cat_fashion_pakaian_ratio,cat_hiburan_ratio,cat_investasi_asuransi_ratio,cat_kecantikan_perawat_ratio,cat_kesehatan_ratio,cat_kesehatan_kecantik_ratio,cat_makanan_minuman_ratio,cat_olahraga_gym_ratio,cat_pendidikan_ratio,cat_properti_renovasi_ratio,cat_pulsa_data_ratio,cat_restoran_kafe_ratio,cat_sembako_kebutuhan__ratio,cat_transportasi_ratio,cat_travel_hotel_ratio,cluster,spending_persona,persona_encoded
BUDU00011,581428.5714285715,49,0.3469387755102041,0.20408163265306123,0.2857142857142857,0.04081632653061224,10,0.9233676557966343,0.2459,Kartu Kredit,L,27.0,19257096,0.652,B,Kelas B (Menengah Atas),Depok,Metropolitan,2200000,0.11518076518076518,0.1673990873990874,0.15283608283608283,0.04486135486135486,0.0,0.06427518427518428,0.0,0.0,0.12663741663741665,0.06584064584064583,0.0,0.0,0.0,0.15826605826605827,0.0,0.05502983502983503,0.04967356967356967,1,Emotional Spender,0
BUDU00012,15660.869565217392,23,0.2608695652173913,0.17391304347826086,0.0,0.043478260869565216,4,0.5171042161742571,0.15,Tunai,L,33.0,1418296,0.885,E,Kelas E (Miskin),Desa Cikaret,Desa,2800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31010549694614103,0.0,0.0,0.0,0.09050527484730705,0.0,0.2845641310383121,0.31482509716823986,0.0,0,Rational Spender,2
BUDU00013,186196.92307692306,65,0.24615384615384617,0.18461538461538463,0.015384615384615385,0.06153846153846154,9,0.8023867680468144,0.1538,Gopay,P,18.0,5042989,0.654,C,Kelas C (Menengah),Makassar,Kota Besar,1500000,0.23157451168324686,0.0,0.09448226856595168,0.019540932676735963,0.0,0.0,0.0,0.1239713124235714,0.34206960372806294,0.0,0.023482169415341904,0.0,0.009915060977625012,0.0,0.09703539676769012,0.057928743761774135,0.0,1,Emotional Spender,0
BUDU00014,58091.30434782609,23,0.34782608695652173,0.17391304347826086,0.0,0.17391304347826086,7,1.0345557149634663,0.2,Tunai,L,29.0,2957673,0.775,D,Kelas D (Menengah Bawah),Palembang,Kota Besar,1700000,0.0,0.0,0.08202978818950678,0.0,0.0,0.0,0.11144375421001422,0.0,0.18269590599506025,0.0,0.31285083451837437,0.0,0.05463662899483571,0.0,0.17072075443454832,0.08562233365766035,0.0,0,Rational Spender,2
BUDU00015,59000.0,22,0.2727272727272727,0.22727272727272727,0.0,0.13636363636363635,8,1.1268237399947938,0.1841,Gopay,P,19.0,2017606,0.844,D,Kelas D (Menengah Bawah),Cirebon,Kota Kecil,320000,0.0,0.0,0.12372881355932204,0.1010015408320493,0.0,0.0,0.034976887519260404,0.0,0.4600154083204931,0.0,0.0386748844375963,0.0,0.07349768875192604,0.0,0.15701078582434513,0.011093990755007704,0.0,1,Emotional Spender,0
BUDU00016,162789.1891891892,37,0.40540540540540543,0.24324324324324326,0.0,0.10810810810810811,8,0.7011556424659731,0.2311,Kartu Debit,P,27.0,5529223,0.633,C,Kelas C (Menengah),Medan,Kota Besar,2400000,0.13516071191393278,0.0,0.11639992030814185,0.08714636737946606,0.0,0.0,0.0,0.0975893212910081,0.4347522911409218,0.0,0.0,0.0,0.014593571523442688,0.0,0.08892283171735954,0.025434984725727187,0.0,1,Emotional Spender,0
BUDU00017,57860.0,25,0.2,0.28,0.0,0.24,7,0.8967371213038859,0.19,Tunai,L,39.0,1524881,0.91,D,Kelas D (Menengah Bawah),Purwokerto,Kota Kecil,290000,0.0,0.0,0.10867611475976495,0.04272381610784653,0.0,0.0,0.0,0.0,0.3496716211545109,0.0,0.04922226062910474,0.0,0.17303836847563084,0.0,0.2150017283097131,0.06166609056342897,0.0,0,Rational Spender,2
BUDU00018,2979873.1707317075,123,0.24390243902439024,0.13008130081300814,0.8617886178861789,0.08130081300813008,10,1.0023727149996733,0.3089,Kartu Kredit,L,28.0,140210170,0.545,A,Kelas A (Kaya),Medan,Kota Besar,2400000,0.024267415757313837,0.23321503288730572,0.08336116231279554,0.059077649400694744,0.09664813584034242,0.06358185157659353,0.0,0.0,0.0,0.02192841731682802,0.0,0.04391140126005254,0.0,0.1707045970200074,0.0,0.0,0.20330433662806624,2,Impulsive Spender,1
BUDU00019,157266.66666666666,48,0.20833333333333334,0.10416666666666667,0.0,0.0625,9,0.8223887172698278,0.1135,Gopay,L,42.0,5532405,0.788,C,Kelas C (Menengah),Medan,Kota Besar,2400000,0.1383796100042391,0.0,0.06844796523950826,0.07927087749046206,0.0,0.0,0.0,0.09862494701144553,0.3541887452310301,0.0,0.06687155574395931,0.0,0.017419987282746928,0.0,0.09025275540483256,0.08654355659177618,0.0,1,Emotional Spender,0
BUDU00020,664160.0,65,0.2923076923076923,0.15384615384615385,0.2153846153846154,0.15384615384615385,10,1.1088237096194642,0.2146,Kartu Debit,P,26.0,18681204,0.693,B,Kelas B (Menengah Atas),Depok,Metropolitan,2200000,0.12148370179567482,0.1683560958434483,0.17682949428311992,0.10828484331857013,0.0,0.11765237292218743,0.0,0.0,0.1666118451531605,0.02259418490447158,0.0,0.0,0.0,0.03137566480736801,0.0,0.05013620443637307,0.036675592535626265,1,Emotional Spender,0
BUDU00021,65796.875,32,0.25,0.09375,0.0,0.125,7,0.6894772955436107,0.1344,Tunai,P,49.0,1763887,0.86,D,Kelas D (Menengah Bawah),Desa Panyingkiran,Desa,3700,0.0,0.0,0.10353835193540727,0.10154357634766088,0.0,0.0,0.023272381857041082,0.0,0.4000474946568511,0.0,0.0,0.0,0.026217050581809547,0.0,0.20018997862740442,0.1451911659938257,0.0,0,Rational Spender,2
BUDU00022,172966.66666666666,36,0.3055555555555556,0.1388888888888889,0.027777777777777776,0.05555555555555555,8,0.885818638333221,0.1625,Transfer Bank,L,27.0,4060809,0.799,C,Kelas C (Menengah),Pekalongan,Kota Kecil,310000,0.1945782745551487,0.0,0.02673925611871266,0.06398149932549624,0.0,0.0,0.0,0.0,0.5624879552900366,0.0,0.011916233057107985,0.0,0.01760133615982527,0.0,0.08855270765079977,0.03414273784287274,0.0,1,Emotional Spender,0
BUDU00023,633421.5384615385,65,0.16923076923076924,0.2153846153846154,0.27692307692307694,0.12307692307692308,10,1.0234532532125462,0.1977,Kartu Debit,L,35.0,9538158,0.461,B,Kelas B (Menengah Atas),Depok,Metropolitan,2200000,0.17157610438060447,0.05732480982405689,0.1113828681349642,0.06305437623262185,0.0,0.13102709582147265,0.0,0.0,0.13624661180791015,0.006475211549484606,0.0,0.0,0.0,0.28478543878909174,0.0,0.025164916303154542,0.012962567156638913,1,Emotional Spender,0
BUDU00024,3087706.730769231,104,0.2403846153846154,0.23076923076923078,0.8942307692307693,0.125,10,0.8541160803837332,0.351,Kartu Kredit,P,51.0,143899340,0.506,A,Kelas A (Kaya),Tangerang Selatan,Metropolitan,1700000,0.02834472310324908,0.10750292334832766,0.06170312482969842,0.03967719383473234,0.12411065593552596,0.04897990324534483,0.0,0.0,0.0,0.04314286025694324,0.0,0.09936955326877833,0.0,0.21365153065117098,0.0,0.0,0.23351753152622917,2,Impulsive Spender,1
BUDU00025,52141.379310344826,29,0.3103448275862069,0.27586206896551724,0.0,0.06896551724137931,8,0.7351176288046447,0.2017,Gopay,L,23.0,2335201,0.786,D,Kelas D (Menengah Bawah),Surabaya,Kota Besar,3100000,0.0,0.0,0.041796177501487994,0.09860458964354209,0.0,0.0,0.013689570795582303,0.0,0.28662125520798887,0.0,0.08445208650221546,0.0,0.06633159182593744,0.0,0.13940876926129225,0.26909595926195357,0.0,0,Rational Spender,2
BUDU00026,3020514.285714286,154,0.22727272727272727,0.17532467532467533,0.9285714285714286,0.11038961038961038,10,1.1409112568147801,0.3344,Kartu Kredit,L,55.0,116299920,0.339,A,Kelas A (Kaya),Depok,Metropolitan,2200000,0.028714255248525666,0.1294754570048276,0.06750807035526761,0.0620929350639523,0.16160510208117995,0.04326884215124628,0.0,0.0,0.0,0.03513291793433302,0.0,0.0550175079843632,0.0,0.29494654733261216,0.0,0.0,0.12223836484369223,2,Impulsive Spender,1
BUDU00027,588348.3333333334,60,0.21666666666666667,0.16666666666666666,0.23333333333333334,0.1,10,0.9070653975205377,0.1875,Gopay,P,36.0,13519711,0.463,B,Kelas B (Menengah Atas),Jakarta,Metropolitan,10500000,0.12361157930817628,0.0986858691988023,0.12928282281754855,0.11641912812421214,0.0,0.12036237036449496,0.0,0.0,0.12534241336623145,0.05949989943599172,0.0,0.0,0.0,0.1192462515120011,0.0,0.025815205844610195,0.0817344600279313,1,Emotional Spender,0
BUDU00028,61403.333333333336,30,0.4,0.16666666666666666,0.0,0.1,8,0.9341453234154808,0.205,Gopay,L,39.0,1992229,0.755,D,Kelas D (Menengah Bawah),Desa Panyingkiran,Desa,3700,0.0,0.0,0.19445198414852613,0.006025731502090006,0.0,0.0,0.061940176971934206,0.0,0.39275826502361433,0.0,0.124314640898974,0.0,0.018511481461375604,0.0,0.17642907551164433,0.025568644481841377,0.0,0,Rational Spender,2
BUDU00029,19466.666666666668,18,0.2222222222222222,0.05555555555555555,0.0,0.05555555555555555,5,0.6753686272439129,0.1028,Gopay,L,30.0,1379508,0.857,E,Kelas E (Miskin),Desa Cikaret,Desa,2800,0.0,0.0,0.0,0.0,0.0,0.0,0.07534246575342465,0.0,0.2950913242009132,0.0,0.0,0.0,0.3045091324200913,0.0,0.18179223744292236,0.1432648401826484,0.0,0,Rational Spender,2
BUDU00030,190037.5,32,0.28125,0.0625,0.0625,0.125,8,0.9414650006565694,0.1484,Transfer Bank,P,21.0,6878147,0.697,C,Kelas C (Menengah),Medan,Kota Besar,2400000,0.31789778333223706,0.0,0.04888837729395514,0.25988291784516215,0.0,0.0,0.0,0.0045385779122541605,0.22169966453989345,0.0,0.0,0.0,0.011247780043412484,0.0,0.10067092021311583,0.03517397881996974,0.0,1,Emotional Spender,0
BUDU00031,63490.625,32,0.25,0.15625,0.0,0.15625,7,0.9485717276310665,0.1578,Tunai,L,40.0,1587290,0.871,D,Kelas D (Menengah Bawah),Denpasar,Kota Besar,900000,0.0,0.0,0.18595265048973766,0.09120441009991632,0.0,0.0,0.0,0.0,0.2143525126741153,0.0,0.09017079293202737,0.0,0.1229020032485111,0.0,0.18467293399616086,0.11074469655953142,0.0,0,Rational Spender,2
BUDU00032,53290.90909090909,22,0.13636363636363635,0.2727272727272727,0.0,0.18181818181818182,6,0.9800422234348661,0.1568,Gopay,P,37.0,2129400,0.77,D,Kelas D (Menengah Bawah),Purwokerto,Kota Kecil,290000,0.0,0.0,0.12862504264756056,0.0,0.0,0.0,0.23558512453087682,0.0,0.23225861480723303,0.0,0.0,0.0,0.03309450699419993,0.0,0.20718184919822585,0.1632548618219038,0.0,0,Rational Spender,2
BUDU00033,16770.0,10,0.3,0.4,0.0,0.1,3,0.6860856060904302,0.24,Tunai,L,18.0,1334355,0.902,E,Kelas E (Miskin),Magelang,Kota Kecil,130000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6129994036970781,0.0,0.2558139534883721,0.13118664281454978,0.0,0,Rational Spender,2
BUDU00034,2672086.7816091953,174,0.3103448275862069,0.16091954022988506,0.8908045977011494,0.08620689655172414,10,0.8650999189916833,0.348,Kartu Kredit,P,46.0,85407713,0.533,A,Kelas A (Kaya),Makassar,Kota Besar,1500000,0.07729010281042992,0.11043028706093283,0.0791043033007695,0.07561527421312414,0.04962112568183075,0.024381047917476355,0.0,0.0,0.0,0.048147612041129335,0.0,0.09158561553015843,0.0,0.26448569728209753,0.0,0.0,0.17933893416205124,2,Impulsive Spender,1
BUDU00035,27704.347826086956,23,0.21739130434782608,0.17391304347826086,0.0,0.13043478260869565,6,1.0798873889151601,0.1478,Tunai,P,39.0,1071718,0.931,E,Kelas E (Miskin),Tasikmalaya,Kota Kecil,700000,0.0,0.0,0.0,0.0,0.0,0.0,0.05806654111738858,0.0,0.2071563088512241,0.0,0.14328311362209667,0.0,0.15065913370998116,0.0,0.3064971751412429,0.13433772755806653,0.0,0,Rational Spender,2
BUDU00036,2843557.9617834394,157,0.27388535031847133,0.18471337579617833,0.8598726114649682,0.10828025477707007,10,0.9528692689207466,0.3395,Kartu Kredit,P,27.0,33101140,0.447,A,Kelas A (Kaya),Depok,Metropolitan,2200000,0.06566748484562043,0.12081683797055183,0.07724847269030949,0.04840643259789812,0.028894678909932966,0.05587980071615671,0.0,0.0,0.0,0.020980040704365616,0.0,0.0903788337298791,0.0,0.2662457950544599,0.0,0.0,0.22548162278082584,2,Impulsive Spender,1
BUDU00037,667407.5757575758,66,0.2878787878787879,0.22727272727272727,0.3181818181818182,0.10606060606060606,8,0.8530544074720666,0.2485,Kartu Kredit,L,29.0,8536142,0.554,B,Kelas B (Menengah Atas),Bogor,Metropolitan,1100000,0.2150973123051881,0.1213560384027751,0.11915167007575672,0.0869987672790921,0.0,0.1475087913659592,0.0,0.0,0.2803134698028782,0.0,0.0,0.0,0.0,0.0,0.0,0.010179595858239366,0.019394354910111263,1,Emotional Spender,0
BUDU00038,52680.0,20,0.35,0.3,0.0,0.15,6,1.237633095021138,0.235,Tunai,L,43.0,2985757,0.897,D,Kelas D (Menengah Bawah),Cirebon,Kota Kecil,320000,0.0,0.0,0.06529992406985573,0.0,0.0,0.0,0.125,0.0,0.4712414578587699,0.0,0.0,0.0,0.10222095671981776,0.0,0.15518223234624146,0.08105542900531511,0.0,0,Rational Spender,2
BUDU00039,59641.17647058824,34,0.23529411764705882,0.17647058823529413,0.0,0.08823529411764706,6,0.8530942302542321,0.1485,Gopay,P,25.0,2066593,0.902,D,Kelas D (Menengah Bawah),Magelang,Kota Kecil,130000,0.0,0.0,0.08777985994674031,0.0,0.0,0.0,0.0,0.0,0.28444619784988656,0.0,0.14695729361870008,0.0,0.10878784890028602,0.0,0.25653417496794556,0.11549462471644147,0.0,0,Rational Spender,2
BUDU00040,28866.666666666668,15,0.26666666666666666,0.13333333333333333,0.0,0.06666666666666667,6,0.8968690244884996,0.1433,Tunai,P,31.0,1469760,0.908,E,Kelas E (Miskin),Magelang,Kota Kecil,130000,0.0,0.0,0.0,0.0,0.0,0.0,0.23094688221709006,0.0,0.09376443418013856,0.0,0.08637413394919169,0.0,0.09168591224018476,0.0,0.25681293302540414,0.24041570438799076,0.0,0,Rational Spender,2
BUDU00041,181362.85714285713,35,0.3142857142857143,0.2571428571428571,0.02857142857142857,0.11428571428571428,8,0.9226902459137579,0.21,Kartu Debit,P,43.0,6125184,0.721,C,Kelas C (Menengah),Tegal,Kota Kecil,285000,0.16522519967862376,0.0,0.16040455598090647,0.0,0.0,0.0,0.0,0.05787923184775588,0.2488617924602612,0.0,0.13669518093167604,0.0,0.02312648675898357,0.0,0.11514406793011642,0.09266348441167667,0.0,1,Emotional Spender,0
BUDU00042,173088.0,50,0.42,0.2,0.0,0.06,9,0.733387646685874,0.216,Gopay,P,44.0,5752120,0.754,C,Kelas C (Menengah),Bandung,Kota Besar,2500000,0.26572610464041413,0.0,0.059102884082085416,0.13600018487705676,0.0,0.0,0.0,0.0932011462377519,0.20205906821963393,0.0,0.08513588463671658,0.0,0.03906683305601775,0.0,0.07101589942688112,0.048691994823442414,0.0,1,Emotional Spender,0
BUDU00043,59327.77777777778,18,0.2777777777777778,0.16666666666666666,0.0,0.1111111111111111,7,1.2293427762292757,0.1639,Tunai,P,34.0,1849842,0.904,D,Kelas D (Menengah Bawah),Tasikmalaya,Kota Kecil,700000,0.0,0.0,0.0,0.03371102163123888,0.0,0.0,0.3078939975653151,0.0,0.318475512688454,0.0,0.031276336735649404,0.0,0.05169023316789961,0.0,0.13381402753066768,0.12313887068077535,0.0,0,Rational Spender,2
BUDU00044,619815.5339805825,103,0.33980582524271846,0.21359223300970873,0.2815533980582524,0.13592233009708737,10,1.0400890791191748,0.2597,Kartu Debit,L,43.0,14259255,0.513,B,Kelas B (Menengah Atas),Surabaya,Kota Besar,3100000,0.17344183205150296,0.1534938362494322,0.08259739039175451,0.08243918484986137,0.0,0.06023558528218543,0.0,0.0,0.14385582932598173,0.005900596795162983,0.0,0.0,0.0,0.1508419354333422,0.0,0.03455459657586817,0.11263921304490844,1,Emotional Spender,0
BUDU00045,131370.73170731709,41,0.34146341463414637,0.0975609756097561,0.0,0.07317073170731707,9,0.7440886171184978,0.1598,Gopay,L,21.0,5596841,0.705,C,Kelas C (Menengah),Makassar,Kota Besar,1500000,0.1461327095169136,0.0,0.10001485277189856,0.07058779844788533,0.0,0.0,0.0,0.06000519847016449,0.24978649140395826,0.0,0.13020311165571274,0.0,0.022112064163974602,0.0,0.08807693735843451,0.1330808362110579,0.0,1,Emotional Spender,0
BUDU00046,574323.8636363636,88,0.29545454545454547,0.2159090909090909,0.23863636363636365,0.125,10,1.1080933277676677,0.2347,Kartu Kredit,L,22.0,19608424,0.68,B,Kelas B (Menengah Atas),Makassar,Kota Besar,1500000,0.12894213551508196,0.2598391389084002,0.06848764851950416,0.09674617386056726,0.0,0.0885408731611282,0.0,0.0,0.06562855531702298,0.054839188373680514,0.0,0.0,0.0,0.1572699122485927,0.0,0.048456188601220807,0.0312501854948012,1,Emotional Spender,0
BUDU00047,173904.6511627907,43,0.23255813953488372,0.20930232558139536,0.0,0.046511627906976744,9,0.7250139830933598,0.1512,Transfer Bank,P,34.0,5782994,0.762,C,Kelas C (Menengah),Makassar,Kota Besar,1500000,0.2559007207905963,0.0,0.10401315877452226,0.05272870725738509,0.0,0.0,0.0,0.05259497987402881,0.3127348587170195,0.0,0.06988593054199708,0.0,0.02654488559622354,0.0,0.11631607804330092,0.009280680404926517,0.0,1,Emotional Spender,0
BUDU00048,43750.0,30,0.13333333333333333,0.16666666666666666,0.0,0.16666666666666666,8,0.7466446228440652,0.1217,Gopay,P,32.0,2430198,0.849,D,Kelas D (Menengah Bawah),Magelang,Kota Kecil,130000,0.0,0.0,0.03878095238095238,0.04411428571428572,0.0,0.0,0.11100952380952381,0.0,0.3731809523809524,0.0,0.062323809523809524,0.0,0.0726095238095238,0.0,0.15992380952380952,0.13805714285714285,0.0,0,Rational Spender,2
BUDU00049,50680.645161290326,31,0.1935483870967742,0.16129032258064516,0.0,0.12903225806451613,8,0.8219806941602648,0.1355,Ovo,L,19.0,1919645,0.873,D,Kelas D (Menengah Bawah),Purwokerto,Kota Kecil,290000,0.0,0.0,0.1632614092037426,0.034179873973649036,0.0,0.0,0.03519826872891604,0.0,0.21844567500477372,0.0,0.11049583094647063,0.0,0.12698109604735536,0.0,0.11832474062758577,0.19311310546750685,0.0,0,Rational Spender,2
BUDU00050,648798.3050847457,59,0.22033898305084745,0.0847457627118644,0.3050847457627119,0.1016949152542373,8,0.9383588048463946,0.1788,Kartu Kredit,L,37.0,9142845,0.488,B,Kelas B (Menengah Atas),Palembang,Kota Besar,1700000,0.23420352098142327,0.1715688195385994,0.13985699768280863,0.11691758688161424,0.0,0.11899182582662601,0.0,0.0,0.0674258276709745,0.0,0.0,0.0,0.0,0.1235635111588308,0.0,0.027471910259123124,0.0,1,Emotional Spender,0
BUDU00051,170545.0704225352,71,0.22535211267605634,0.15492957746478872,0.0,0.1267605633802817,9,0.7889206268201375,0.1444,Gopay,L,40.0,4874772,0.752,C,Kelas C (Menengah),Bandung,Kota Besar,2500000,0.2009629439989429,0.0,0.12709869763062923,0.05887502374325898,0.0,0.0,0.0,0.1408986926755143,0.248614632454351,0.0,0.05423373277065251,0.0,0.019927820492703592,0.0,0.1200624344479589,0.029326021785988587,0.0,1,Emotional Spender,0
BUDU00052,2899064.052287582,153,0.27450980392156865,0.1568627450980392,0.9281045751633987,0.0784313725490196,10,0.9206570659405771,0.3405,Kartu Kredit,P,50.0,118420556,0.536,A,Kelas A (Kaya),Bogor,Metropolitan,1100000,0.04041015716589172,0.10737587609974641,0.09238230594142621,0.03810335001064125,0.13183362311207944,0.050929666730393945,0.0,0.0,0.0,0.034072524646223436,0.0,0.043615158193944945,0.0,0.15556722385949218,0.0,0.0,0.3057101142401604,2,Impulsive Spender,1
BUDU00053,53747.5,40,0.35,0.175,0.0,0.1,6,0.9141588445754848,0.19,Tunai,P,29.0,1670336,0.802,D,Kelas D (Menengah Bawah),Surabaya,Kota Besar,3100000,0.0,0.0,0.3071770780036281,0.0,0.0,0.0,0.03976929159495791,0.0,0.25168612493604353,0.0,0.01907065444904414,0.0,0.0,0.0,0.19875343039211127,0.18354342062421508,0.0,0,Rational Spender,2
BUDU00054,154226.8656716418,67,0.34328358208955223,0.2537313432835821,0.0,0.07462686567164178,9,0.7693356433543896,0.2075,Kartu Debit,P,28.0,3536060,0.647,C,Kelas C (Menengah),Tegal,Kota Kecil,285000,0.2376901637440483,0.0,0.16460534974644833,0.0787364998258042,0.0,0.0,0.0,0.012561452405837495,0.28597143188944374,0.0,0.011245306391050208,0.0,0.03946502535516587,0.0,0.09545929624898386,0.07426547439321798,0.0,1,Emotional Spender,0
BUDU00055,158529.0909090909,55,0.3090909090909091,0.16363636363636364,0.0,0.03636363636363636,8,0.7132308741931608,0.1627,Gopay,P,28.0,4749899,0.8,C,Kelas C (Menengah),Tangerang,Metropolitan,2100000,0.17114151689968002,0.0,0.11019485956119324,0.08910323313185994,0.0,0.0,0.0,0.04390361390510489,0.41375830074204906,0.0,0.0,0.0,0.045130804784897526,0.0,0.11185787523941691,0.014909795735798419,0.0,1,Emotional Spender,0
BUDU00056,158526.08695652173,69,0.18840579710144928,0.17391304347826086,0.0,0.11594202898550725,9,0.7794477747396954,0.1355,Gopay,P,21.0,6706350,0.737,C,Kelas C (Menengah),Semarang,Kota Besar,1800000,0.1598054542296335,0.0,0.0927475018970041,0.14897196090800216,0.0,0.0,0.0,0.05149794757869139,0.2776391212528455,0.0,0.022279513269886544,0.0,0.01716902992238282,0.0,0.18504703655961163,0.044842434381942346,0.0,1,Emotional Spender,0
